Dates,03-22-2026,Place,Driving Ranges

Club,Index,Ball Speed(mph),Launch Direction,Launch Angle,Spin Rate,Spin Axis,Back Spin,Side Spin,Apex(yd),Carry(yd),Total(yd),Offline(yd),Landing Angle,Club Path,Face Angle,Attack Angle, Dynamic Loft
4 Iron,0,97.9,L0.8,10.7,3058,L15.8,2942,L832,8.7,116.6,141.3,L9.5,21.4,R5.7,L2.5,-3.3,15.3
4 Iron,1,91.6,L2.4,7.5,2119,L9.2,2092,L337,3.5,82.7,121.1,L5.2,11.7,R8.6,L5.2,-1.4,10.6
4 Iron,2,104.5,R3.4,15.0,2917,R1.0,2916,R49,17.1,147.9,164.3,R8.7,31.8,R2.9,R3.5,-2.0,20.6
4 Iron,3,115.4,R2.1,17.1,3565,L5.2,3550,L322,26.5,173.6,183.4,L0.5,39.9,R6.0,R1.1,-0.9,23.2
4 Iron,4,112.2,R1.6,17.8,3621,L24.3,3302,L1488,24.1,162.9,173.6,L21.4,38.6,R11.2,L0.8,1.2,23.5
4 Iron,5,119.4,R1.9,15.9,4335,L9.5,4276,L713,27.4,177.6,185.7,L7.4,41.0,R6.5,R0.7,-0.1,21.5
4 Iron,6,103.3,R7.9,19.5,3145,R12.1,3075,R656,23.0,150.1,161.3,R29.7,38.5,R8.0,R8.5,1.2,25.7
4 Iron,7,119.6,R0.6,15.7,4035,L30.7,3469,L2060,23.3,170.9,182.2,L33.2,37.4,R11.1,L2.1,1.5,20.8
4 Iron,8,115.4,R4.8,15.5,3753,L12.3,3667,L796,23.7,170.5,181.4,L1.3,37.9,R14.0,R2.5,0.3,20.9
4 Iron,9,115.8,R6.7,18.8,3933,R0.8,3933,R56,30.4,174.3,181.5,R19.6,43.1,R8.1,R7.1,0.4,25.1
4 Iron,10,115.9,R6.8,17.8,3895,L9.5,3842,L639,28.3,173.4,181.7,R6.9,41.6,R10.6,R5.9,0.5,23.8
4 Iron,11,96.6,R10.5,18.7,2850,L0.5,2850,L26,18.5,135.2,149.0,R22.1,34.8,R13.5,R9.7,2.1,24.4
4 Iron,12,119.7,R4.2,16.4,3761,L12.8,3667,L834,27.5,180.3,189.6,L4.7,40.4,R10.0,R2.7,0.9,21.9
4 Iron,13,119.5,R3.5,16.9,3951,L30.3,3411,L1995,25.5,173.0,183.1,L26.0,39.3,R13.1,R1.1,1.8,22.4
4 Iron,14,118.0,R3.5,17.3,2974,L14.1,2884,L724,26.9,181.0,192.3,L6.8,39.2,R9.3,R2.1,0.5,23.1
4 Iron,15,118.5,R2.6,16.5,3833,L6.5,3808,L436,27.6,178.6,187.6,L1.3,40.7,L0.0,L0.0,0.0,0.0
4 Iron,16,117.7,R6.4,17.5,3136,L16.4,3009,L883,27.2,179.4,189.9,L1.4,39.8,R12.4,R4.9,0.8,23.4
4 Iron,17,121.3,R4.2,17.6,5902,L4.7,5881,L486,34.0,174.1,177.1,R4.6,47.8,R10.5,R2.7,1.1,23.5
4 Iron,18,119.5,R0.6,16.1,2904,L44.1,2086,L2021,19.6,166.0,182.9,L37.0,32.8,R16.3,L3.3,2.1,21.2
4 Iron,19,112.5,R2.6,17.3,3295,L34.9,2702,L1885,21.2,158.5,171.9,L25.5,35.6,R14.3,L0.3,1.9,22.7
4 Iron,20,115.2,R7.7,16.6,3932,R5.1,3917,R347,26.0,171.6,180.7,R27.2,40.0,R10.6,R7.8,0.8,22.1
4 Iron,21,111.9,R0.6,5.9,2344,L26.8,2093,L1056,4.2,113.3,156.8,L8.8,11.1,R10.6,L1.9,2.0,7.7
4 Iron,22,119.2,R4.4,19.0,3775,L0.1,3775,L9,32.6,182.0,188.9,R12.5,44.0,R10.1,R3.0,1.9,25.0
,Average,113.1,R3.6,16.0,3523,L12.5,3354,L715,22.9,160.6,174.2,L2.5,36.0,R9.7,R2.0,0.6,20.4
,Deviation,3.7,3.0,3.3,750,13.6,808,748.6,7.2,23.0,15.9,17.7,9.1,3.7,3.8,1.4,6.1
6 Iron,0,79.0,L0.8,13.0,2940,R3.9,2933,R198,6.2,80.9,105.1,R0.0,19.9,L0.7,L0.2,-4.5,18.5
6 Iron,1,75.8,R4.6,19.0,3519,R13.3,3426,R806,10.2,87.8,103.0,R10.8,28.9,R2.4,R5.1,-2.5,25.7
6 Iron,2,69.3,R3.7,17.4,1784,R1.5,1783,R47,6.5,68.7,92.0,R4.3,22.8,R2.9,R4.0,-0.3,23.0
6 Iron,3,76.9,R4.0,18.4,3918,R6.7,3892,R455,10.4,89.9,104.1,R8.2,29.0,R2.3,R4.5,-4.1,25.4
6 Iron,4,86.4,R0.0,17.0,3392,L5.8,3375,L341,12.4,108.3,124.2,L2.8,29.6,R2.7,L0.6,-3.8,23.6
6 Iron,5,85.1,R6.5,20.7,3876,R15.5,3734,R1039,15.7,109.7,121.3,R19.7,35.0,R2.7,R7.5,-2.6,28.1
6 Iron,6,84.8,R3.7,18.5,4025,R9.0,3975,R632,13.5,107.1,120.2,R10.9,32.1,R0.7,R4.4,-4.1,25.5
6 Iron,7,93.0,R0.9,18.8,4053,L11.8,3967,L828,17.6,125.2,136.5,L6.5,35.6,R6.6,L0.5,-1.1,25.3
6 Iron,8,90.7,L4.0,14.6,4154,L28.0,3669,L1948,10.7,108.6,126.1,L20.7,26.9,R8.3,L6.7,-1.9,20.0
6 Iron,9,78.8,R5.3,18.9,3975,R7.4,3942,R515,11.6,94.7,108.0,R10.9,30.5,R3.7,R5.6,-1.3,25.3
6 Iron,10,96.4,L1.9,4.9,2962,L31.1,2535,L1531,2.0,71.9,116.5,L7.7,7.9,R11.6,L5.3,-0.8,7.1
6 Iron,11,99.3,R4.2,21.4,3960,L7.6,3925,L520,24.4,141.5,149.3,R2.6,41.4,R9.1,R3.0,-0.4,28.5
6 Iron,12,107.5,R3.0,20.0,3699,L6.5,3675,L417,27.0,158.4,166.7,R0.7,41.7,R7.9,R1.8,-0.6,26.9
6 Iron,13,108.3,R1.6,20.7,4350,L11.7,4259,L883,28.9,157.8,164.1,L9.5,43.8,R7.0,R0.1,-0.6,27.8
6 Iron,14,104.4,R2.4,20.2,4026,L19.6,3793,L1350,24.8,149.1,157.6,L13.5,40.9,R11.8,R0.0,-0.6,27.1
6 Iron,15,109.6,R1.8,21.0,4292,L11.3,4209,L839,30.1,160.5,166.6,L8.7,44.4,R7.3,R0.4,-1.0,28.3
6 Iron,16,97.2,L0.3,12.2,3653,L19.5,3443,L1219,10.5,119.7,140.3,L11.8,24.9,R10.5,L3.1,0.8,16.3
6 Iron,17,108.1,R5.3,22.3,4442,L9.9,4376,L765,31.5,157.3,162.6,R1.5,45.8,R9.8,R4.1,0.1,29.7
6 Iron,18,104.9,R5.3,22.1,3616,L7.7,3584,L486,28.5,154.2,161.5,R5.0,43.4,R10.3,R4.1,1.0,29.2
6 Iron,19,108.0,R4.3,21.8,4892,L1.2,4891,L100,31.5,155.2,159.1,R9.3,47.4,R5.9,R4.0,-0.5,29.2
6 Iron,20,105.6,R7.3,22.0,3946,R11.4,3867,R782,28.9,154.0,160.6,R30.1,43.9,R5.1,R7.9,-0.3,29.5
6 Iron,21,115.6,R4.5,20.1,4744,R2.0,4741,R164,33.4,170.8,175.6,R15.1,46.1,R3.6,R4.8,-2.5,27.6
6 Iron,22,116.8,R1.9,21.2,4398,L25.0,3985,L1859,33.0,170.8,176.2,L27.1,45.7,R13.2,L0.9,0.5,28.2
6 Iron,23,105.6,R5.4,20.9,2993,L12.9,2917,L669,26.2,156.9,166.8,R0.8,40.7,R11.3,R3.9,-1.2,28.2
6 Iron,24,106.7,R3.6,21.4,3132,L27.2,2785,L1433,26.1,155.3,165.2,L16.9,40.8,R13.2,R1.2,2.1,28.0
6 Iron,25,110.5,R5.6,22.2,3618,L7.9,3584,L495,32.2,165.3,171.9,R5.3,44.9,R8.8,R4.8,0.2,29.5
6 Iron,26,111.8,R3.9,20.6,3453,L13.4,3359,L801,29.9,167.8,175.8,L5.3,43.0,R8.8,R2.6,0.6,27.5
6 Iron,27,111.3,R4.9,22.1,3888,L4.6,3875,L314,33.0,165.8,171.8,R7.3,45.6,R8.1,R4.2,0.7,29.4
6 Iron,28,111.4,R5.8,22.9,4071,R2.6,4066,R182,34.6,165.4,170.4,R18.5,46.9,R6.3,R6.4,0.1,30.5
6 Iron,29,107.7,R4.1,21.9,5210,L3.6,5200,L324,31.7,153.1,156.3,R5.8,48.1,L0.0,L0.0,0.0,0.0
6 Iron,30,113.7,R6.4,23.3,4819,L1.7,4816,L146,37.7,164.1,166.6,R14.3,50.6,R7.4,R6.1,0.2,31.1
,Average,99.4,R3.3,19.4,3865,L6.3,3761,L402,22.6,135.3,146.5,R1.6,37.7,R6.7,R2.4,-0.9,25.2
,Deviation,6.0,2.6,3.8,668,12.1,694,770.3,9.3,29.6,23.8,12.4,9.9,3.8,3.5,1.6,6.6
7 Iron,0,81.4,R27.8,0.3,3882,R83.5,439,R3857,0.0,0.6,101.6,R0.3,0.3,L0.0,L0.0,0.0,0.0
7 Iron,1,99.4,R4.3,6.0,2710,L22.2,2509,L1024,3.4,91.4,132.1,R0.1,10.9,R10.6,R2.8,-2.7,9.1
7 Iron,2,104.3,L2.9,14.1,5362,L30.9,4604,L2750,15.4,134.8,147.1,L30.8,32.4,R11.2,L6.4,-4.4,20.2
7 Iron,3,103.4,L0.6,14.0,6391,L30.1,5529,L3205,15.1,129.3,139.4,L24.8,33.0,R10.7,L3.4,-3.9,19.9
7 Iron,4,90.4,R5.1,18.6,4409,L15.4,4251,L1169,16.1,118.4,129.6,L0.2,34.6,R12.4,R3.3,-1.0,24.9
7 Iron,5,109.6,L1.2,18.1,5667,L35.8,4596,L3316,22.8,147.1,154.3,L37.9,40.3,R11.6,L4.4,-2.0,24.8
7 Iron,6,100.1,R1.7,18.3,5528,L38.0,4356,L3404,17.9,128.3,137.7,L24.8,36.6,R14.5,L1.5,0.4,24.3
,Average,98.4,R4.9,12.8,4850,L12.7,3755,L1573,13.0,107.1,134.5,L16.9,26.9,R10.1,L1.4,-1.9,17.6
,Deviation,3.9,9.7,6.5,1163,39.9,1592,2402.0,6.9,42.4,14.3,15.2,14.0,4.3,3.4,1.7,8.8
8 Iron,0,101.4,R0.2,20.0,6520,L22.4,6028,L2483,23.3,133.8,137.9,L20.7,43.1,R10.8,L2.4,-3.1,27.4
8 Iron,1,101.3,R3.7,21.6,7011,L18.0,6669,L2161,25.9,133.0,135.3,L10.1,45.9,R11.9,R1.4,-1.0,29.1
8 Iron,2,105.4,R4.8,23.8,6214,L17.0,5944,L1812,31.9,142.6,144.5,L8.3,49.5,R13.3,R2.7,-1.3,32.0
8 Iron,3,111.7,R3.6,21.2,6492,L5.1,6467,L574,33.5,153.9,155.6,R2.1,49.4,R6.8,R2.8,-4.2,29.5
8 Iron,4,106.8,R3.2,24.1,8159,R0.7,8158,R99,34.0,139.5,140.1,R8.0,50.7,R3.0,R3.3,-1.4,32.4
8 Iron,5,112.6,R5.9,25.5,6759,L11.0,6635,L1292,40.1,150.5,151.6,L1.1,52.9,R10.5,R4.7,-0.6,34.1
8 Iron,6,107.8,L3.8,22.3,6892,L4.1,6875,L487,32.1,145.3,146.9,L13.8,49.2,R0.6,L4.9,-2.6,30.4
8 Iron,7,103.2,R0.1,22.4,7078,L27.0,6304,L3217,26.8,134.0,136.4,L26.6,46.5,R13.1,L3.1,-1.5,30.2
8 Iron,8,101.6,R2.2,23.8,6527,L22.6,6028,L2504,28.4,133.9,136.1,L17.9,47.9,R13.2,L0.6,-0.3,31.7
8 Iron,9,105.8,R6.7,25.7,6307,L9.2,6226,L1008,35.7,142.4,143.8,R4.1,51.6,R10.8,R5.1,-0.2,34.3
8 Iron,10,104.8,R2.8,22.9,6653,L19.6,6269,L2227,29.8,139.4,141.5,L15.1,48.3,R12.4,R0.4,-0.9,30.8
8 Iron,11,102.8,R8.7,26.1,6812,L6.0,6775,L706,33.8,135.5,136.7,R12.0,51.2,R11.4,R8.0,-0.7,34.8
8 Iron,12,106.7,R5.3,25.0,6791,L17.3,6486,L2014,34.3,141.4,142.8,L8.4,51.0,R11.9,R3.7,-0.9,33.5
8 Iron,13,89.4,R8.7,27.5,4274,L13.3,4159,L986,25.9,119.8,124.3,R6.8,47.2,R16.3,R6.8,2.4,35.6
8 Iron,14,102.7,R3.1,15.1,5282,L16.0,5077,L1460,18.0,139.0,148.6,L7.6,35.5,R11.9,R0.9,-2.6,21.0
8 Iron,15,102.4,R5.8,23.7,6762,L7.7,6701,L911,30.3,136.1,137.8,R4.2,48.9,R10.1,R4.7,-0.7,31.7
8 Iron,16,100.3,R7.4,23.9,7000,L7.9,6934,L957,29.2,132.1,133.8,R7.4,48.5,R11.1,R6.5,-1.2,32.1
8 Iron,17,102.8,R9.3,27.9,6257,R5.0,6234,R540,36.5,136.0,137.4,R25.7,52.6,R7.5,R9.8,0.3,37.0
8 Iron,18,98.2,R2.0,21.8,6818,L15.3,6577,L1795,24.5,128.6,131.5,L10.2,45.2,R9.4,R0.1,-1.6,29.3
8 Iron,19,101.0,R8.7,23.7,6846,R7.7,6784,R915,29.3,133.6,135.5,R26.3,48.4,R7.1,R9.1,-1.5,31.9
8 Iron,20,97.3,R5.5,20.6,6085,L8.0,6026,L846,23.0,130.1,134.0,R4.1,43.4,R11.9,R3.8,-1.9,27.8
8 Iron,21,93.6,R3.8,14.6,4239,L17.5,4043,L1274,12.5,118.7,133.9,L3.5,29.0,R16.1,R0.7,-1.6,19.9
8 Iron,22,97.9,R2.7,18.0,6919,L22.3,6403,L2622,18.9,125.3,130.9,L12.9,38.7,R14.0,L0.1,-1.9,24.6
8 Iron,23,99.8,R5.4,22.7,4933,L18.3,4685,L1545,26.4,138.4,143.4,L5.3,44.8,R16.5,R2.7,-1.1,30.4
8 Iron,24,99.5,R3.8,22.9,6320,L8.5,6251,L933,27.3,133.1,135.6,L0.4,47.1,R9.4,R2.4,-0.8,30.6
8 Iron,25,98.0,L0.0,6.1,3283,L45.7,2295,L2347,2.5,73.3,116.0,L8.2,9.3,R16.2,L4.1,-0.1,8.5
8 Iron,26,100.4,R11.1,28.0,6403,R1.7,6400,R191,34.8,131.8,133.0,R25.0,52.1,R11.4,R11.6,0.5,37.0
8 Iron,27,102.8,R3.6,24.0,6122,L3.8,6108,L402,31.4,139.4,141.3,R3.9,49.3,R6.6,R2.9,-2.2,32.5
8 Iron,28,74.9,L3.0,21.1,4212,L8.4,4167,L616,12.0,89.0,100.5,L7.5,32.7,R4.5,L4.9,-1.0,28.1
8 Iron,29,73.8,R1.2,19.4,4856,R2.8,4850,R241,10.4,84.3,95.4,R2.6,30.8,R4.7,R1.0,-3.3,26.4
8 Iron,30,90.7,L10.5,-2.1,1338,L19.0,-1266,L435,0.5,1.3,65.7,L0.2,2.2,R3.2,L13.9,-3.4,-1.4
8 Iron,31,74.5,R2.7,15.5,5262,R11.8,5151,R1073,7.5,78.4,92.6,R6.9,25.1,R1.5,R3.0,-5.1,21.8
8 Iron,32,73.8,L0.0,19.6,5786,R3.5,5775,R348,10.6,83.3,91.6,R1.3,32.1,L1.6,R0.4,-3.8,26.8
8 Iron,33,70.2,R5.2,24.3,4074,R12.0,3984,R849,12.5,81.5,90.3,R10.6,36.2,R5.3,R5.7,-0.4,32.0
8 Iron,34,73.6,R5.2,23.0,5628,R17.7,5360,R1714,13.0,85.1,91.5,R13.8,36.9,L0.2,R6.5,-3.3,31.0
8 Iron,35,88.2,L0.2,20.5,5408,R3.2,5400,R298,18.0,114.2,120.7,R1.8,39.1,L1.7,R0.2,-3.7,28.1
8 Iron,36,80.6,R1.2,19.8,5036,R7.6,4992,R663,13.4,98.4,108.0,R5.5,33.9,R1.2,R1.5,-4.5,27.3
8 Iron,37,79.2,R0.5,21.4,4163,L10.5,4092,L761,14.0,98.3,109.2,L4.1,34.4,R7.7,L1.4,-2.4,28.8
8 Iron,38,92.4,R1.4,23.4,5711,R7.1,5667,R706,23.6,122.1,125.8,R8.5,45.0,L0.6,R1.9,-3.2,31.8
8 Iron,39,92.2,R0.9,20.4,4971,L19.2,4693,L1636,19.0,122.2,130.1,L12.1,38.6,R9.8,L1.3,-2.1,27.6
8 Iron,40,96.9,L1.3,20.0,4790,L13.8,4651,L1145,21.5,133.3,140.8,L14.4,39.9,R5.3,L2.9,-3.1,27.5
8 Iron,41,101.1,L0.9,20.7,11276,L2.3,11267,L446,27.4,129.6,129.3,L4.6,47.9,R8.0,L3.2,-1.7,28.0
8 Iron,42,88.4,R1.4,22.9,6384,R10.1,6285,R1124,20.6,112.8,116.4,R9.8,43.2,L0.0,L0.0,0.0,0.0
8 Iron,43,86.4,R0.5,20.6,5329,L5.0,5308,L464,17.1,110.9,117.8,L2.3,38.3,R4.8,L0.6,-3.6,28.2
8 Iron,44,93.2,R1.1,20.8,4966,L11.9,4859,L1025,20.7,126.1,133.0,L7.1,40.1,L0.0,L0.0,0.0,0.0
8 Iron,45,79.5,R4.0,22.8,5071,L16.6,4860,L1447,15.5,97.6,104.4,L1.9,38.6,R13.5,R1.6,-0.3,30.1
8 Iron,46,96.1,R3.7,23.8,6054,L7.0,6009,L738,26.4,128.0,130.4,R1.1,47.0,R7.5,R2.8,-2.0,32.1
8 Iron,47,96.6,R9.9,27.5,6913,R8.7,6834,R1041,31.1,124.6,125.9,R27.9,50.7,R5.2,R11.1,-0.8,36.6
8 Iron,48,100.3,R0.4,24.3,5750,L0.6,5750,L65,30.1,136.6,139.0,R0.1,48.9,R3.8,L0.5,-1.9,32.8
8 Iron,49,94.8,R2.5,19.7,5455,R5.1,5434,R481,20.6,127.7,134.0,R9.3,40.0,R2.6,R3.0,-1.8,26.7
8 Iron,50,97.5,R5.6,23.2,7434,R5.4,7401,R699,26.6,127.0,128.8,R16.5,47.1,R3.4,R6.1,-1.9,31.2
8 Iron,51,93.9,R3.1,24.8,5006,L13.5,4868,L1167,25.9,126.7,130.7,L5.1,46.5,R10.4,R1.2,0.2,32.8
8 Iron,52,97.4,R4.9,20.9,6218,R13.9,6035,R1498,23.1,129.2,133.0,R22.5,43.6,R3.2,R5.4,-2.2,28.4
8 Iron,53,99.7,R3.1,25.5,5518,L11.8,5401,L1127,30.8,135.3,137.9,L5.3,49.4,R9.1,R1.6,1.1,33.5
8 Iron,54,100.0,R2.1,19.1,5710,R1.3,5708,R131,22.9,137.2,142.7,R5.9,41.4,R3.0,R2.6,-1.4,25.9
8 Iron,55,91.5,R6.4,26.5,5567,L0.6,5566,L57,26.8,120.5,123.3,R11.8,48.2,R9.9,R5.6,0.6,34.8
8 Iron,56,98.9,R2.6,22.3,5887,L8.8,5817,L901,26.2,133.7,137.0,L3.0,46.0,R9.5,R0.9,-2.4,30.3
,Average,95.3,R3.1,21.7,5887,L6.8,5692,L631,23.7,121.7,127.9,R0.8,42.5,R7.7,R2.0,-1.6,28.2
,Deviation,4.5,3.6,4.8,1341,11.9,1543,1125.6,7.9,22.9,16.2,11.7,9.6,5.0,4.3,1.5,8.1
9 Iron,0,72.6,R16.1,17.4,4312,R20.9,4027,R1541,8.0,77.1,92.4,R25.0,26.0,R8.4,R18.1,-1.3,23.4
9 Iron,1,87.3,L5.6,20.4,6844,L19.0,6469,L2233,17.0,108.5,113.2,L21.9,39.2,R4.7,L8.1,-3.9,28.1
9 Iron,2,87.9,R1.7,23.3,7155,L12.8,6977,L1588,20.9,111.0,113.8,L6.4,43.7,R8.2,R0.1,-2.2,31.3
9 Iron,3,87.6,R3.5,26.2,5625,L0.9,5625,L83,23.9,113.4,116.4,R5.8,46.7,R6.5,R2.8,-0.8,34.7
9 Iron,4,83.5,R5.5,25.2,6017,L0.9,6016,L93,20.5,105.0,108.4,R8.6,44.2,R9.8,R4.4,-0.3,33.3
9 Iron,5,92.0,L1.5,16.9,5380,L10.4,5293,L968,15.6,118.9,128.2,L9.9,34.6,R6.1,L3.4,-3.0,23.3
9 Iron,6,92.5,R3.7,24.0,7216,L0.4,7216,L46,24.6,119.4,121.2,R6.8,46.4,R6.2,R3.1,-2.9,32.5
9 Iron,7,98.4,R3.8,27.0,6615,L3.9,6600,L449,32.0,128.8,130.2,R3.7,50.8,R6.9,R3.0,-0.9,36.0
9 Iron,8,93.6,R0.1,23.1,7372,L13.2,7177,L1686,23.9,120.5,122.6,L11.3,45.6,R7.7,L1.9,-1.5,31.0
9 Iron,9,89.4,R6.1,21.9,7133,R14.9,6894,R1831,20.0,113.3,116.5,R21.9,42.5,R4.4,R6.5,-3.8,29.9
9 Iron,10,101.0,R0.4,6.3,3221,L10.5,3167,L589,4.7,105.3,139.2,L3.6,13.9,R9.9,L2.0,-2.4,9.3
9 Iron,11,102.6,L0.1,6.4,3607,L3.6,3600,L227,5.6,113.2,143.8,L1.9,15.6,R5.7,L1.5,-3.6,9.8
9 Iron,12,97.6,R3.3,22.2,8271,L13.0,8060,L1854,25.5,126.2,127.6,L6.0,46.3,R9.6,R1.7,-2.1,30.0
9 Iron,13,99.9,R7.6,18.4,5819,R1.6,5816,R165,21.9,136.4,142.0,R18.1,40.6,R8.0,R8.3,-0.8,24.7
9 Iron,14,98.6,R0.2,21.4,7060,L10.5,6943,L1281,24.7,129.4,131.9,L9.6,45.2,R7.9,L1.8,-3.2,29.3
9 Iron,15,98.0,R5.4,26.8,6713,L2.2,6708,L261,31.5,127.9,129.4,R8.8,50.5,R7.6,R4.9,-0.6,35.7
9 Iron,16,103.5,R2.9,25.7,6575,L8.1,6509,L925,33.8,137.5,139.0,L2.9,50.9,R9.1,R1.3,-1.1,34.4
9 Iron,17,99.8,R5.3,22.8,7182,L4.6,7159,L578,27.5,131.3,133.1,R6.4,47.3,R9.8,R4.2,-0.7,30.4
9 Iron,18,109.3,L7.8,-3.1,1328,L17.6,-1266,L401,0.0,0.8,129.5,L0.1,0.0,R10.6,L12.4,-1.8,-3.1
9 Iron,19,101.0,R0.2,5.6,2584,L20.1,2426,L889,3.1,91.8,133.3,L5.2,9.9,R11.4,L2.6,-0.6,8.0
9 Iron,20,98.2,R2.2,21.1,6983,L14.5,6760,L1751,23.7,128.1,131.1,L9.0,44.4,R10.4,R0.1,-0.8,28.3
9 Iron,21,108.2,R2.2,7.7,3659,L29.5,3186,L1801,6.9,122.0,151.4,L11.6,17.7,R14.3,L0.8,-0.7,10.8
9 Iron,22,100.7,R7.3,26.6,7514,L6.4,7467,L838,32.9,130.3,131.1,R8.2,51.1,R11.2,R6.3,-0.1,35.2
9 Iron,23,98.0,R9.9,30.4,6908,R2.7,6900,R324,35.8,124.6,125.4,R22.4,53.3,R8.3,R10.3,2.1,39.6
9 Iron,24,87.0,R4.3,25.7,5622,R6.7,5584,R657,23.0,112.3,115.5,R12.4,45.9,R5.8,R4.6,2.1,33.4
9 Iron,25,93.6,R11.0,28.2,6001,R12.1,5868,R1258,29.8,121.6,123.6,R31.6,50.3,R9.5,R11.4,0.9,37.0
9 Iron,26,100.0,R0.6,22.7,6643,L12.2,6493,L1401,27.1,132.5,134.9,L10.8,47.0,R10.6,L1.8,-1.1,30.5
9 Iron,27,94.4,R0.6,22.0,7799,L12.6,7610,L1707,23.2,121.4,123.5,L10.1,44.8,L0.0,L0.0,0.0,0.0
9 Iron,28,89.3,R6.5,24.5,6415,L2.7,6408,L302,23.2,114.9,117.6,R9.8,45.7,R10.0,R5.6,-1.9,32.9
9 Iron,29,97.2,L0.3,10.7,4755,L10.5,4676,L867,9.9,119.5,137.0,L7.0,24.6,R8.5,L2.5,-2.0,15.0
9 Iron,30,86.5,R2.1,18.1,6965,L3.7,6950,L447,14.9,106.7,112.3,R1.2,36.1,R7.1,R0.8,-3.6,25.0
9 Iron,31,92.8,R6.9,27.2,7380,R4.3,7359,R557,28.5,118.5,119.8,R16.9,49.5,R6.5,R7.0,0.5,35.8
9 Iron,32,101.3,R4.6,25.2,7251,L1.2,7250,L148,31.7,132.7,133.8,R8.5,50.1,R6.8,R4.1,-1.1,33.8
9 Iron,33,95.4,R4.3,16.7,7028,R8.0,6959,R982,17.2,122.1,127.8,R14.8,37.0,R3.6,R4.5,-3.8,23.3
9 Iron,34,94.9,R5.6,29.0,6246,L11.3,6126,L1219,31.6,122.5,124.1,R0.5,51.4,R10.9,R4.3,2.3,37.6
9 Iron,35,93.5,R2.8,25.7,7787,L16.4,7469,L2201,26.8,119.1,120.5,L9.3,48.2,R11.2,R0.7,0.3,33.9
9 Iron,36,100.5,R2.1,27.0,6222,L9.2,6142,L991,33.4,133.3,134.8,L5.3,51.3,R7.1,R0.9,0.0,35.8
,Average,95.3,R3.3,20.7,6141,L5.7,5963,L554,21.7,116.2,126.4,R2.4,40.2,R8.1,R2.2,-1.2,27.0
,Deviation,3.2,4.2,7.6,1551,10.2,1802,1003.2,8.6,20.7,10.1,12.1,13.2,2.6,5.3,1.6,10.7
